CSD refcode,CIF filename,original crystal system,Sohncke space group,Percentage void space,Charged framework,Hydrogen added,Unreliable chemistry
BEJYOH,bejyoh_P1_charged,rhombohedral,Yes,11.512,Yes,-,-
BEJYUN,bejyun_P1_charged,rhombohedral,Yes,10.423,Yes,-,-
BEKQUG,bekqug_P1,orthorhombic,-,46.82,-,-,-
BELJIL,beljil_P1,rhombohedral,-,25.697,-,-,-
BELQAN,belqan_P1_H,monoclinic,-,13.356,-,Yes,-
BELTUJ,beltuj_P1,orthorhombic,-,31.316,-,-,-
BELVAR,belvar_P1_charged,monoclinic,-,29.538,Yes,-,-
BENXOJ,benxoj_P1,monoclinic,-,27.285,-,-,-
BENXUP,benxup_P1,monoclinic,-,27.25,-,-,-
BEPLUF,bepluf_P1,hexagonal,Yes,39.388,-,-,-
BEPMAM,bepmam_P1,hexagonal,Yes,40.275,-,-,-
BEPMEQ,bepmeq_P1,hexagonal,Yes,41.537,-,-,-
BEPMIU,bepmiu_P1,hexagonal,Yes,40.726,-,-,-
BEPNIV,bepniv_P1_H,hexagonal,Yes,30.1,-,Yes,-
BEPNOB,bepnob_P1_H,hexagonal,Yes,39.648,-,Yes,-
BEPNUH,bepnuh_P1,hexagonal,Yes,42.99,-,-,-
BEPPAP,beppap_P1,hexagonal,Yes,40.397,-,-,-
BEPPIX,beppix_P1,hexagonal,Yes,27.07,-,-,-
BEPPOD,beppod_P1_H,hexagonal,Yes,34.452,-,Yes,-
BEPVAV,bepvav_P1,triclinic,-,18.81,-,-,-
BEPVEZ,bepvez_P1,triclinic,-,25.673,-,-,-
BEPVID,bepvid_P1,triclinic,-,24.466,-,-,-
BEPVOJ,bepvoj_P1,triclinic,-,21.648,-,-,-
BEPVOJ01,bepvoj01_P1,triclinic,-,22.909,-,-,-
BEPYIG,bepyig_P1_H,monoclinic,-,26.551,-,Yes,-
BEQFEK,beqfek_P1,tetragonal,-,29.829,-,-,-
BEQHUD,beqhud_P1,orthorhombic,-,38.125,-,-,-
BEQJAL,beqjal_P1,orthorhombic,-,37.63,-,-,-
BEQJOZ,beqjoz_P1_charged,monoclinic,-,30.641,Yes,-,-
BEQJUF,beqjuf_P1_charged,monoclinic,-,30.615,Yes,-,-
BEQKAM,beqkam_P1_H,rhombohedral,Yes,54.85,-,Yes,Yes
BERGAI,bergai_P1,tetragonal,-,23.795,-,-,-
BERGAI01,bergai01_P1,tetragonal,-,23.483,-,-,-
BETDEL,betdel_P1,monoclinic,-,32.891,-,-,-
BETDIP,betdip_P1,monoclinic,-,27.357,-,-,-
BETDUB,betdub_P1,monoclinic,-,25.901,-,-,-
BETFEN,betfen_P1,monoclinic,-,18.617,-,-,-
BETFUD,betfud_P1,monoclinic,-,19.962,-,-,-
BETGAK,betgak_P1,monoclinic,-,20.365,-,-,-
BETHIT,bethit_P1_charged,cubic,-,68.613,Yes,-,Yes
BETYAD,betyad_P1,monoclinic,-,41.536,-,-,-
BETYEH,betyeh_P1,triclinic,-,49.332,-,-,-
BETZOR,betzor_P1_H,monoclinic,-,36.757,-,Yes,-
BEWSOO,bewsoo_P1,triclinic,-,32.199,-,-,-
BEWVEG,bewveg_P1_charged,triclinic,Yes,13.171,Yes,-,-
BEWVOQ,bewvoq_P1_charged_H,triclinic,Yes,14.351,Yes,Yes,-
BEWWEH,bewweh_P1,orthorhombic,Yes,12.956,-,-,-
BEXMID,bexmid_P1,monoclinic,-,37.795,-,-,-
BEXRUT,bexrut_P1,monoclinic,-,26.752,-,-,-
BEXSEE,bexsee_P1,monoclinic,-,26.017,-,-,-
BEXSII,bexsii_P1,monoclinic,-,52.034,-,-,-
BEXTOP,bextop_P1,triclinic,-,10.248,-,-,-
BEYSEF,beysef_P1,tetragonal,-,36.913,-,-,-
BEZDUH,bezduh_P1,triclinic,-,12.452,-,-,-
BIBBUL,bibbul_P1,orthorhombic,Yes,13.168,-,-,-
BIBQOV,bibqov_P1,monoclinic,-,20.465,-,-,-
BIBXOB,bibxob_P1,cubic,-,81.012,-,-,-
BIBXUH,bibxuh_P1,cubic,-,66.26,-,-,-
BICPUA,bicpua_P1,hexagonal,-,77.489,-,-,Yes
BIDMAE,bidmae_P1_charged,monoclinic,-,24.83,Yes,-,-
BIDPAH,bidpah_P1_charged,rhombohedral,-,74.079,Yes,-,-
BIFKEI,bifkei_P1,triclinic,-,27.009,-,-,-
BIFNOW,bifnow_P1_charged_H,hexagonal,-,30.073,Yes,Yes,-
BIFPAK,bifpak_P1_charged_H,monoclinic,-,26.962,Yes,Yes,-
BIFPOY,bifpoy_P1_charged_H,orthorhombic,-,17.053,Yes,Yes,-
BIFSOB,bifsob_P1_charged,orthorhombic,-,37.261,Yes,-,-
BIGWOG,bigwog_P1,cubic,Yes,68.566,-,-,Yes
BIHBAX,bihbax_P1_charged,tetragonal,Yes,86.993,Yes,-,-
BIHQAM,bihqam_P1,tetragonal,-,31.868,-,-,-
BIHRUI,bihrui_P1,tetragonal,-,63.114,-,-,Yes
BIHVUM,bihvum_P1_H,monoclinic,Yes,12.974,-,Yes,Yes
BIJDUV,bijduv_P1_H,orthorhombic,Yes,44.258,-,Yes,-
BIJZEC,bijzec_P1_charged,orthorhombic,-,14.042,Yes,-,-
BIJZIG,bijzig_P1,triclinic,-,61.462,-,-,-
BIKMEQ,bikmeq_P1_H,rhombohedral,-,46.502,-,Yes,-
BIKMEQ01,bikmeq01_P1_H,rhombohedral,-,47.083,-,Yes,-
BIKMOA,bikmoa_P1,rhombohedral,-,45.045,-,-,-
BIKMUG,bikmug_P1,rhombohedral,-,45.802,-,-,-
BIKNER,bikner_P1,rhombohedral,-,45.952,-,-,-
BIKNOB,biknob_P1_H,rhombohedral,-,50.854,-,Yes,-
BILRIA,bilria_P1,triclinic,-,32.219,-,-,-
BIMDEF,bimdef_P1,monoclinic,-,25.096,-,-,-
BIMPEV,bimpev_P1,monoclinic,-,45.051,-,-,-
BINROH,binroh_P1,cubic,-,72.596,-,-,Yes
BINRUN,binrun_P1,cubic,-,72.077,-,-,Yes
BINSAU,binsau_P1,cubic,-,73.566,-,-,Yes
BIPLAQ,biplaq_P1_H,cubic,-,81.265,-,Yes,Yes
BIPLIX,biplix_P1_H,triclinic,-,44.056,-,Yes,-
BIPNAS,bipnas_P1_H,monoclinic,-,14.591,-,Yes,-
BIPSUQ,bipsuq_P1,hexagonal,-,79.732,-,-,Yes
BIPXIK,bipxik_P1,triclinic,-,42.211,-,-,-
BIPXOQ,bipxoq_P1,monoclinic,-,31.708,-,-,-
BIQHEQ,biqheq_P1,orthorhombic,-,28.801,-,-,-
BIQHIU,biqhiu_P1,monoclinic,-,17.336,-,-,-
BIQVII,biqvii_P1,monoclinic,-,12.795,-,-,-
BIRBIQ,birbiq_P1_charged,triclinic,-,31.019,Yes,-,-
BIRBOW,birbow_P1_charged,triclinic,-,27.341,Yes,-,-
BIRBUC,birbuc_P1_charged,triclinic,-,28.98,Yes,-,-
BIRCAJ,bircaj_P1_charged,triclinic,-,27.843,Yes,-,-
BIRMUM,birmum_P1,monoclinic,-,12.23,-,-,-
BIRNAT,birnat_P1,triclinic,-,11.98,-,-,-
BIRSEC,birsec_P1,orthorhombic,-,32.935,-,-,Yes
BIRSIG,birsig_P1,orthorhombic,-,31.373,-,-,Yes
BIRSUS,birsus_P1_H,monoclinic,-,10.8,-,Yes,-
BISRUQ,bisruq_P1,monoclinic,-,12.98,-,-,-
BIVXEK,bivxek_P1,triclinic,-,22.056,-,-,-
BIWDET,biwdet_P1,triclinic,-,18.314,-,-,-
BIWSAE,biwsae_P1,triclinic,-,20.805,-,-,-
BIWWOW,biwwow_P1,monoclinic,-,17.503,-,-,-
BIXVIQ,bixviq_P1,cubic,-,69.183,-,-,-
BIYTEJ,biytej_P1,hexagonal,Yes,36.587,-,-,-
BIYVIR,biyvir_P1,monoclinic,-,26.854,-,-,-
BIYVOX,biyvox_P1,monoclinic,-,28.671,-,-,-
BIZHOK,bizhok_P1,rhombohedral,-,17.567,-,-,-
BIZHUQ,bizhuq_P1,rhombohedral,-,17.018,-,-,-
BIZTAI,biztai_P1,hexagonal,Yes,39.215,-,-,-
BOBDII,bobdii_P1,tetragonal,-,48.039,-,-,-
BOBHUY,bobhuy_P1,monoclinic,-,13.993,-,-,-
BOBJAG,bobjag_P1,monoclinic,-,13.12,-,-,-
BOBRIW,bobriw_P1,monoclinic,-,24.852,-,-,-
BOBTIW,bobtiw_P1,rhombohedral,-,32.831,-,-,-
BOBTOC,bobtoc_P1,triclinic,-,33.384,-,-,-
BOBTUI,bobtui_P1,rhombohedral,-,29.742,-,-,-
BOBZIE,bobzie_P1,rhombohedral,-,18.969,-,-,-
BOCFIL,bocfil_P1_charged,monoclinic,-,46.926,Yes,-,-
BODCUV04,bodcuv04_P1,rhombohedral,-,10.705,-,-,-
BODCUV05,bodcuv05_P1,rhombohedral,-,10.696,-,-,-
BODCUV08,bodcuv08_P1,rhombohedral,-,16.266,-,-,-
BODCUV09,bodcuv09_P1,rhombohedral,-,13.881,-,-,-
BOFBII,bofbii_P1_charged,monoclinic,-,35.846,Yes,-,-
BOFCEG,bofceg_P1,monoclinic,-,38.029,-,-,-
BOFGUZ,bofguz_P1,monoclinic,-,10.77,-,-,-
BOFTIC,boftic_P1,monoclinic,-,17.426,-,-,-
BOGNES,bognes_P1_H,cubic,Yes,78.339,-,Yes,-
BOGXIF,bogxif_P1,rhombohedral,-,31.136,-,-,-
BOGXIF02,bogxif02_P1,rhombohedral,-,30.818,-,-,-
BOGXOL,bogxol_P1,rhombohedral,-,29.677,-,-,-
BOHJAK,bohjak_P1_H,cubic,Yes,15.963,-,Yes,Yes
BOKQEZ,bokqez_P1,rhombohedral,-,37.595,-,-,Yes
BOLZOU,bolzou_P1,triclinic,-,23.291,-,-,-
BOMBAJ,bombaj_P1,monoclinic,-,53.258,-,-,-
BOMCOX,bomcox_P1,monoclinic,-,36.3,-,-,-
BOMCUB,bomcub_P1_charged,hexagonal,Yes,10.469,Yes,-,-
BOMVUX,bomvux_P1_charged,monoclinic,-,32.311,Yes,-,-
BOMWAE,bomwae_P1,monoclinic,-,34.618,-,-,-
BOMWUY,bomwuy_P1,monoclinic,-,13.147,-,-,-
BOMXAF,bomxaf_P1,monoclinic,-,13.1,-,-,-
BONCEP,boncep_P1,triclinic,-,10.469,-,-,-
BONMAT,bonmat_P1_H,orthorhombic,-,53.542,-,Yes,-
BONMEX,bonmex_P1_H,monoclinic,-,51.865,-,Yes,-
BOPHIZ,bophiz_P1_charged,triclinic,-,31.675,Yes,-,-
BOPPUU,boppuu_P1_charged,cubic,-,38.149,Yes,-,-
BOQLUR,boqlur_P1,orthorhombic,-,18.554,-,-,-
BOQVOT,boqvot_P1,monoclinic,-,12.227,-,-,-
BORKIF,borkif_P1,orthorhombic,-,32.064,-,-,-
BORKOL,borkol_P1,orthorhombic,-,31.902,-,-,-
BORKUR,borkur_P1,orthorhombic,-,31.484,-,-,-
BORLEC,borlec_P1,monoclinic,-,41.193,-,-,-
BORLIG,borlig_P1,monoclinic,-,26.969,-,-,-
BORLOM,borlom_P1,monoclinic,-,20.319,-,-,-
BORLUS,borlus_P1,monoclinic,-,42.136,-,-,-
BORMON,bormon_P1,orthorhombic,Yes,47.027,-,-,-
BOSCAQ,boscaq_P1,monoclinic,-,26.75,-,-,-
BOTCEU,botceu_P1,rhombohedral,-,13.977,-,-,-
BOVHEB,bovheb_P1_H,monoclinic,-,20.5,-,Yes,-
BOWDIC,bowdic_P1_H,monoclinic,-,46.394,-,Yes,-
BOWDOI,bowdoi_P1_H,monoclinic,-,49.387,-,Yes,-
BOWNEJ,bownej_P1_charged,monoclinic,-,26.975,Yes,-,-
BOWQAG,bowqag_P1,monoclinic,-,15.496,-,-,-
BOWSIQ,bowsiq_P1,orthorhombic,-,28.489,-,-,-
BOWZUK,bowzuk_P1_charged,orthorhombic,-,39.45,Yes,-,-
BOXFAW,boxfaw_P1_charged_H,cubic,-,51.725,Yes,Yes,Yes
BOXFEA,boxfea_P1_charged_H,cubic,-,32.554,Yes,Yes,Yes
BOXFIE,boxfie_P1_charged,cubic,-,58.102,Yes,-,-
BOXFOK,boxfok_P1_charged_H,cubic,-,57.165,Yes,Yes,-
BOXPOW,boxpow_P1,monoclinic,-,32.482,-,-,-
BOXRAK,boxrak_P1,triclinic,-,32.071,-,-,-
BOXYIY,boxyiy_P1_charged,triclinic,-,15.867,Yes,-,-
BOYJIL,boyjil_P1,monoclinic,-,30.738,-,-,-
BOYTEQ,boyteq_P1,monoclinic,-,18.584,-,-,-
BOYZAT,boyzat_P1,monoclinic,-,20.936,-,-,-
BOZFAZ,bozfaz_P1,monoclinic,-,39.249,-,-,-
BOZFIH,bozfih_P1,monoclinic,-,45.14,-,-,-
BOZFON,bozfon_P1,orthorhombic,-,29.021,-,-,-
BUBJUF,bubjuf_P1,orthorhombic,-,48.111,-,-,-
BUBPIA,bubpia_P1,triclinic,-,18.024,-,-,-
BUBPOG,bubpog_P1,triclinic,-,19.631,-,-,-
BUBPUM,bubpum_P1,triclinic,-,19.066,-,-,-
BUBVEC,bubvec_P1,triclinic,-,24.583,-,-,-
BUBVIG,bubvig_P1,triclinic,-,26.083,-,-,-
BUBVUR,bubvur_P1,monoclinic,-,29.346,-,-,-
BUCVEC,bucvec_P1,monoclinic,-,21.0,-,-,-
BUCVIG,bucvig_P1,monoclinic,-,20.501,-,-,-
BUDDIO,buddio_P1,monoclinic,-,11.025,-,-,-
BUDWUV,budwuv_P1,monoclinic,-,15.26,-,-,-
BUFNEW,bufnew_P1_charged_H,cubic,-,49.855,Yes,Yes,Yes
BUFNOG,bufnog_P1_charged_H,cubic,-,51.372,Yes,Yes,Yes
BUFNUM,bufnum_P1_charged_H,cubic,-,54.238,Yes,Yes,Yes
BUFNUM01,bufnum01_P1_charged_H,cubic,-,54.272,Yes,Yes,Yes
BUFNUM02,bufnum02_P1_charged_H,cubic,-,54.43,Yes,Yes,Yes
BUFPAU01,bufpau01_P1_charged_H,cubic,-,52.696,Yes,Yes,Yes
BUGSAY,bugsay_P1,monoclinic,-,21.881,-,-,-
BUGSEC,bugsec_P1,monoclinic,-,22.479,-,-,-
BUGSIG,bugsig_P1,monoclinic,-,22.903,-,-,-
BUGSOM,bugsom_P1,monoclinic,-,22.212,-,-,-
BUJLOK,bujlok_P1,monoclinic,-,23.403,-,-,-
BUJMAX,bujmax_P1_charged,monoclinic,-,33.221,Yes,-,Yes
BUJMEB,bujmeb_P1_charged,monoclinic,-,38.557,Yes,-,Yes
BUKMUQ,bukmuq_P1,orthorhombic,Yes,32.155,-,-,-
BUKMUQ01,bukmuq01_P1,orthorhombic,Yes,32.429,-,-,-
BUKRUW,bukruw_P1,cubic,Yes,69.532,-,-,-
BUKRUW01,bukruw01_P1_H,cubic,Yes,67.97,-,Yes,Yes
BUKRUW02,bukruw02_P1,cubic,Yes,66.972,-,-,-
BUKRUW03,bukruw03_P1,cubic,Yes,67.592,-,-,-
BUKSAD,buksad_P1,cubic,Yes,71.757,-,-,Yes
BUKSIL,buksil_P1,cubic,Yes,67.54,-,-,-
BUKTAE,buktae_P1,cubic,Yes,69.013,-,-,-
BUKTEI,buktei_P1,cubic,Yes,68.652,-,-,-
BUKTIM,buktim_P1,cubic,Yes,68.845,-,-,-
BUKTOS,buktos_P1,cubic,Yes,69.206,-,-,-
BUKWOW,bukwow_P1,triclinic,Yes,11.929,-,-,-
BUKWUC,bukwuc_P1,triclinic,Yes,11.958,-,-,-
BUKXOX,bukxox_P1,triclinic,Yes,11.76,-,-,-
BUKXUD,bukxud_P1,triclinic,Yes,11.94,-,-,-
BUKYAJ,bukyaj_P1,monoclinic,-,36.516,-,-,-
BUKYAK,bukyak_P1,triclinic,Yes,11.156,-,-,-
BUKYEO,bukyeo_P1,triclinic,Yes,11.451,-,-,-
BUKYIS,bukyis_P1,triclinic,Yes,11.441,-,-,-
BUKYOY,bukyoy_P1,triclinic,Yes,11.845,-,-,-
BUKYUE,bukyue_P1,triclinic,Yes,11.156,-,-,-
BUKZAL,bukzal_P1,triclinic,Yes,11.579,-,-,-
BUNLAZ,bunlaz_P1_H,hexagonal,-,84.563,-,Yes,Yes
BUNMOP,bunmop_P1_charged,rhombohedral,-,11.639,Yes,-,Yes
BUNMUU,bunmuu_P1,monoclinic,-,24.463,-,-,-
BUPDUM,bupdum_P1_charged,cubic,-,41.547,Yes,-,-
BUPFAU,bupfau_P1_charged,cubic,-,40.538,Yes,-,-
BUPFEY,bupfey_P1_charged,cubic,-,41.359,Yes,-,-
BUPGID,bupgid_P1,monoclinic,-,13.335,-,-,-
BUPGUP,bupgup_P1_charged,orthorhombic,-,16.145,Yes,-,-
BUPKAZ,bupkaz_P1_H,triclinic,-,11.666,-,Yes,-
BUPSUD,bupsud_P1,orthorhombic,-,21.175,-,-,-
BUPVEP,bupvep_P1_H,cubic,-,49.722,-,Yes,-
BUPVIT,bupvit_P1_H,cubic,-,56.653,-,Yes,-
BUQROX,buqrox_P1,orthorhombic,-,14.643,-,-,-
BUQRUD,buqrud_P1,orthorhombic,-,15.716,-,-,-
BUQSAK,buqsak_P1,orthorhombic,-,14.171,-,-,-
BUQSEO,buqseo_P1,triclinic,-,25.734,-,-,-
BUQSIS,buqsis_P1,triclinic,-,26.378,-,-,-
BUQSUE,buqsue_P1,triclinic,-,26.698,-,-,-
BURJOO,burjoo_P1,monoclinic,-,23.46,-,-,-
BUSGIG,busgig_P1,monoclinic,-,12.735,-,-,-
BUSGOM,busgom_P1,monoclinic,-,11.947,-,-,-
BUSJOR,busjor_P1,orthorhombic,-,46.684,-,-,-
BUSMUY,busmuy_P1,rhombohedral,-,25.613,-,-,-
BUSNAF,busnaf_P1,rhombohedral,-,21.079,-,-,-
BUSQEM,busqem_P1,orthorhombic,-,40.099,-,-,-
BUSQIQ,busqiq_P1_H,monoclinic,-,29.511,-,Yes,-
BUSQOW,busqow_P1,monoclinic,Yes,11.307,-,-,-
BUSQUC,busquc_P1,monoclinic,-,15.522,-,-,-
BUSRUE,busrue_P1,monoclinic,-,42.286,-,-,-
BUTPIR,butpir_P1,orthorhombic,Yes,51.294,-,-,-
BUVFAC,buvfac_P1_charged,monoclinic,-,38.437,Yes,-,-
BUVNIR,buvnir_P1,monoclinic,-,14.398,-,-,-
BUVWOF02,buvwof02_P1,rhombohedral,-,22.715,-,-,-
BUVWOF03,buvwof03_P1,rhombohedral,-,23.562,-,-,-
BUVXOG,buvxog_P1,rhombohedral,-,21.606,-,-,-
BUVXOG01,buvxog01_P1,rhombohedral,-,22.733,-,-,-
BUVYEX,buvyex_P1,rhombohedral,-,23.088,-,-,-
BUVYIB,buvyib_P1,rhombohedral,-,61.43,-,-,-
BUVYIB01,buvyib01_P1,rhombohedral,-,63.867,-,-,-
BUWGAC,buwgac_P1,monoclinic,-,26.42,-,-,-
BUWGAC01,buwgac01_P1,monoclinic,-,27.029,-,-,-
BUWGAC02,buwgac02_P1,monoclinic,-,26.718,-,-,-
BUWGAC03,buwgac03_P1,monoclinic,-,26.718,-,-,-
BUWGAC04,buwgac04_P1,monoclinic,-,26.667,-,-,-
BUWGAC05,buwgac05_P1,monoclinic,-,26.844,-,-,-
BUWGAC06,buwgac06_P1,monoclinic,-,26.87,-,-,-
BUWGAC07,buwgac07_P1,monoclinic,-,26.962,-,-,-
BUWGAC08,buwgac08_P1,monoclinic,-,26.97,-,-,-
BUWGAC09,buwgac09_P1,monoclinic,-,27.02,-,-,-
BUWGAC10,buwgac10_P1,monoclinic,-,26.688,-,-,-
BUWGAC11,buwgac11_P1,monoclinic,-,26.663,-,-,-
BUWGAC12,buwgac12_P1,monoclinic,-,26.688,-,-,-
BUWGAC13,buwgac13_P1,monoclinic,-,26.995,-,-,-
BUWGAC14,buwgac14_P1,monoclinic,-,26.937,-,-,-
BUWGAC15,buwgac15_P1,monoclinic,-,27.029,-,-,-
BUWGAC16,buwgac16_P1,monoclinic,-,27.012,-,-,-
BUWGAC17,buwgac17_P1,monoclinic,-,26.663,-,-,-
BUWGAC18,buwgac18_P1,monoclinic,-,26.718,-,-,-
BUWGAC19,buwgac19_P1,monoclinic,-,26.672,-,-,-
BUWGAC20,buwgac20_P1,monoclinic,-,26.945,-,-,-
BUWGAC21,buwgac21_P1,monoclinic,-,26.785,-,-,-
BUWGAC22,buwgac22_P1,monoclinic,-,26.861,-,-,-
BUWGAC23,buwgac23_P1,monoclinic,-,26.688,-,-,-
BUWGAC24,buwgac24_P1,monoclinic,-,26.663,-,-,-
BUWGEG,buwgeg_P1,monoclinic,-,36.59,-,-,-
BUWLUC,buwluc_P1_charged_H,monoclinic,Yes,10.037,Yes,Yes,-
BUWMAJ,buwmaj_P1_charged_H,monoclinic,Yes,11.243,Yes,Yes,Yes
BUWMIR,buwmir_P1_charged,monoclinic,-,10.859,Yes,-,-
BUXNOZ,buxnoz_P1,orthorhombic,-,64.399,-,-,Yes
BUXQIX,buxqix_P1,monoclinic,-,22.709,-,-,-
BUXTIZ,buxtiz_P1_charged,monoclinic,-,18.185,Yes,-,-
BUYDAC,buydac_P1,orthorhombic,-,50.221,-,-,-
BUYDEG,buydeg_P1,tetragonal,-,41.954,-,-,-
BUYNAL,buynal_P1_charged,rhombohedral,-,38.648,Yes,-,-
CABJEX,cabjex_P1,orthorhombic,-,51.665,-,-,-
CABJOH,cabjoh_P1,monoclinic,-,22.743,-,-,-
CABNUS,cabnus_P1,orthorhombic,-,26.566,-,-,-
CABPEE,cabpee_P1,monoclinic,-,13.46,-,-,-
CABQEB,cabqeb_P1,tetragonal,-,18.726,-,-,-
CACBUG,cacbug_P1_charged,triclinic,-,23.416,Yes,-,-
CACKEZ,cackez_P1,monoclinic,-,61.604,-,-,-
CADQAB,cadqab_P1,triclinic,-,20.676,-,-,-
CADYOZ,cadyoz_P1,rhombohedral,-,58.351,-,-,-
CADYUF,cadyuf_P1,rhombohedral,-,57.368,-,-,-
CADZIT,cadzit_P1,monoclinic,-,23.405,-,-,-
CAFRUX,cafrux_P1_charged,cubic,Yes,19.242,Yes,-,-
CAGSAG,cagsag_P1,triclinic,-,42.044,-,-,-
CAJHON,cajhon_P1,monoclinic,-,11.139,-,-,-
CAJQEL,cajqel_P1,orthorhombic,-,69.209,-,-,Yes
CAJVUG,cajvug_P1,tetragonal,Yes,17.44,-,-,-
CAJWAN,cajwan_P1_charged,monoclinic,-,37.007,Yes,-,-
CAKXET,cakxet_P1_H,monoclinic,-,17.36,-,Yes,-
CAKXIX,cakxix_P1_H,monoclinic,-,17.5,-,Yes,-
CAKXOD,cakxod_P1_H,monoclinic,-,17.38,-,Yes,-
CAKXUJ,cakxuj_P1_H,monoclinic,-,17.53,-,Yes,-
CAKYAQ,cakyaq_P1_H,monoclinic,-,17.32,-,Yes,-
CAKYEU,cakyeu_P1_H,monoclinic,-,16.99,-,Yes,-
CAKYIY,cakyiy_P1_H,monoclinic,-,16.781,-,Yes,-
CANRUG,canrug_P1,monoclinic,-,30.515,-,-,-
CANYIB,canyib_P1,hexagonal,Yes,51.766,-,-,-
CAQCAZ,caqcaz_P1_charged_H,monoclinic,-,43.582,Yes,Yes,-
CAQHOU,caqhou_P1_H,monoclinic,-,32.258,-,Yes,Yes
CAQKAJ01,caqkaj01_P1_H,triclinic,-,29.405,-,Yes,Yes
CAQVOI15,caqvoi15_P1,triclinic,-,12.708,-,-,-
CAQVOI16,caqvoi16_P1,triclinic,-,12.89,-,-,-
CAQVOI17,caqvoi17_P1,triclinic,-,12.589,-,-,-
CAQVOI18,caqvoi18_P1,triclinic,-,12.735,-,-,-
CAQVOI19,caqvoi19_P1,triclinic,-,12.79,-,-,-
CAQVOI20,caqvoi20_P1,triclinic,-,12.689,-,-,-
CAQVOI21,caqvoi21_P1,triclinic,-,12.936,-,-,-
CAQVOI22,caqvoi22_P1,triclinic,-,12.662,-,-,-
CAQVOI23,caqvoi23_P1,triclinic,-,12.681,-,-,-
CAQVOI24,caqvoi24_P1,triclinic,-,12.908,-,-,-
CAQVOI25,caqvoi25_P1,triclinic,-,12.635,-,-,-
CAQVOI26,caqvoi26_P1,triclinic,-,12.769,-,-,-
CAQVOI27,caqvoi27_P1,triclinic,-,12.654,-,-,-
CAQVOI28,caqvoi28_P1,triclinic,-,12.717,-,-,-
CARFEJ,carfej_P1_charged,monoclinic,Yes,23.067,Yes,-,-
CARFOT,carfot_P1_charged_H,monoclinic,-,16.06,Yes,Yes,Yes
CARGAG,cargag_P1,monoclinic,-,57.313,-,-,-
CARGUA,cargua_P1,monoclinic,-,63.949,-,-,-
CARJEN,carjen_P1_H,monoclinic,Yes,63.539,-,Yes,-
CATDEH,catdeh_P1,rhombohedral,-,18.057,-,-,-
CATDIL,catdil_P1,rhombohedral,-,17.955,-,-,-
CAVFEN,cavfen_P1,orthorhombic,-,10.882,-,-,-
CAVFEN01,cavfen01_P1_H,orthorhombic,-,11.019,-,Yes,-
CAVFOX,cavfox_P1,monoclinic,-,11.738,-,-,-
CAVGAK,cavgak_P1,orthorhombic,-,10.132,-,-,-
CAVMIW,cavmiw_P1,monoclinic,-,11.596,-,-,-
CAVMOD,cavmod_P1_H,monoclinic,-,36.186,-,Yes,-
CAVRAU,cavrau_P1,orthorhombic,-,52.976,-,-,-
CAVREY,cavrey_P1,orthorhombic,-,51.516,-,-,-
CAVSOJ,cavsoj_P1,monoclinic,Yes,17.424,-,-,-
CAVSUP,cavsup_P1_H,monoclinic,Yes,32.34,-,Yes,-
CAVTAW,cavtaw_P1_H,monoclinic,Yes,21.399,-,Yes,-
CAVWOO,cavwoo_P1,tetragonal,Yes,37.104,-,-,-
CAVXOP,cavxop_P1,monoclinic,-,35.435,-,-,-
CAWDOU,cawdou_P1_charged,orthorhombic,Yes,35.374,Yes,-,-
CAWDOU02,cawdou02_P1_charged,tetragonal,Yes,45.141,Yes,-,-
CAWGAJ,cawgaj_P1,monoclinic,-,24.727,-,-,-
CAWVIH,cawvih_P1_H,orthorhombic,-,26.679,-,Yes,-
CAXTAY,caxtay_P1,rhombohedral,-,60.748,-,-,-
CAXTUS,caxtus_P1_charged,hexagonal,Yes,60.493,Yes,-,-
CAXVII,caxvii_P1,rhombohedral,-,58.609,-,-,-
CAXVOO,caxvoo_P1,rhombohedral,-,58.474,-,-,-
CAXVUU,caxvuu_P1,rhombohedral,-,46.138,-,-,-
CAXWAB,caxwab_P1,rhombohedral,-,46.601,-,-,-
CAXWEF,caxwef_P1,rhombohedral,-,47.137,-,-,-
CAXWIJ,caxwij_P1,rhombohedral,-,46.861,-,-,-
CAXZOS,caxzos_P1,tetragonal,Yes,46.39,-,-,-
CAYBAH,caybah_P1,tetragonal,-,29.454,-,-,-
CAYBAH01,caybah01_P1,cubic,-,24.979,-,-,-
CAYBAH02,caybah02_P1,cubic,-,29.729,-,-,-
CAYDEN,cayden_P1,tetragonal,Yes,19.308,-,-,-
CAYDIR,caydir_P1,tetragonal,Yes,19.527,-,-,-
CAYDOX,caydox_P1,tetragonal,Yes,19.849,-,-,-
CAYDOX01,caydox01_P1,tetragonal,Yes,22.794,-,-,-
CAYDOX02,caydox02_P1,tetragonal,Yes,22.638,-,-,-
CAYDOX03,caydox03_P1,tetragonal,Yes,22.799,-,-,-
CAYDOX04,caydox04_P1,tetragonal,Yes,22.612,-,-,-
CAYDOX05,caydox05_P1,tetragonal,Yes,22.196,-,-,-
CAYDOX06,caydox06_P1,tetragonal,Yes,22.822,-,-,-
CAYGIU,caygiu_P1,tetragonal,Yes,22.565,-,-,-
CAYKEU,caykeu_P1_H,orthorhombic,-,21.004,-,Yes,Yes
CAYRIE,cayrie_P1,rhombohedral,-,19.426,-,-,-
CAYROK,cayrok_P1,rhombohedral,-,18.178,-,-,-
